,dt_criacao,count
2238,15/09/2014 00:00,1
2239,15/09/2012 00:00,1
2240,10/dez/10,1
2241,15/09/2010 00:00,1
2242,10/dez/11,1
2243,15/09/2009 00:00,1
2244,10/dez/14,1
2245,10/dez/19,1
2246,10/dez/20,1
2247,10/fev/17,1
2248,10/fev/18,1
2249,10/jan/14,1
2250,15/07/2017,1
2251,15/07/2014 00:00,1
2252,10/jul/13,1
2253,15/06/2017 00:00,1
2254,10/jun/16,1
2255,10/abr/15,1
2256,10/abr/14,1
2257,15/11/2008 00:00,1
2258,10/12/2019,1
2259,10/12/2007 00:00,1
2260,10/12/2010 00:00,1
2261,16/01/2019 00:00,1
2262,16/01/2018 00:00,1
2263,10/12/2011 00:00,1
2264,15/set/21,1
2265,15/set/14,1
2266,15/set/10,1
2267,15/out/12,1
2268,15/jun/17,1
2269,10/abr/08,1
2270,15/jul/20,1
2271,15/jul/14,1
2272,15/jan/13,1
2273,15/fev/19,1
2274,15/fev/12,1
2275,15/dez/10,1
2276,15/12/2016 00:00,1
2277,15/12/2010 00:00,1
2278,10/12/2019 00:00,1
2279,16/10/2018 00:00,1
2280,16/10/2019 00:00,1
2281,10/02/2015,1
2282,17/04/2012 00:00,1
2283,09/12/2022,1
2284,17/08/2017 00:00,1
2285,09/abr/15,1
2286,09/ago/11,1
2287,09/ago/12,1
2288,17/07/2014 00:00,1
2289,09/ago/17,1
2290,09/ago/91,1
2291,09/dez/15,1
2292,17/07/2007 00:00,1
2293,09/dez/16,1
2294,17/06/2016 00:00,1
2295,17/06/2008 00:00,1
2296,09/dez/20,1
2297,17/05/2022,1
2298,17/05/2018 00:00,1
2299,09/fev/10,1
2300,17/05/2013 00:00,1
2301,09/fev/12,1
2302,17/05/2011 00:00,1
2303,09/jul/14,1
2304,09/12/2020,1
2305,09/12/2016 00:00,1
2306,17/09/2010 00:00,1
2307,17/12/2012 00:00,1
2308,17/abr/21,1
2309,17/abr/12,1
2310,17/12/2022,1
2311,17/12/2019 00:00,1
2312,17/12/2019,1
2313,17/12/2016 00:00,1
2314,09/10/2015 00:00,1
2315,17/12/2015 00:00,1
2316,17/12/2015,1
2317,17/11/2022,1
2318,09/12/2015 00:00,1
2319,09/10/2019 00:00,1
2320,09/11/2012 00:00,1
2321,17/10/2018 00:00,1
2322,09/11/2017 00:00,1
2323,17/10/1995 00:00,1
2324,09/11/2018 00:00,1
2325,17/09/2019 00:00,1
2326,17/09/2018 00:00,1
2327,17/09/2011 00:00,1
2328,09/jul/15,1
2329,17/03/2016 00:00,1
2330,16/11/2007 00:00,1
2331,17/03/2014 00:00,1
2332,16/jul/16,1
2333,16/jul/14,1
2334,16/jul/08,1
2335,16/jan/19,1
2336,16/fev/09,1
2337,09/nov/18,1
2338,16/ago/02,1
2339,16/abr/98,1
2340,16/abr/97,1
2341,16/abr/18,1
2342,16/abr/12,1
2343,16/abr/08,1
2344,09/out/07,1
2345,16/12/2015,1
2346,09/out/14,1
2347,09/out/15,1
2348,09/out/18,1
2349,09/out/19,1
2350,09/set/09,1
2351,16/11/2018 00:00,1
2352,09/set/21,1
2353,16/jul/92,1
2354,16/jun/11,1
2355,16/jun/14,1
2356,09/mar/21,1
2357,09/mai/11,1
2358,09/mai/13,1
2359,17/02/2017 00:00,1
2360,09/mai/15,1
2361,17/02/2009 00:00,1
2362,17/01/2018 00:00,1
2363,17/01/2015,1
2364,17/01/2012 00:00,1
2365,17/01/1990 00:00,1
2366,16/set/21,1
2367,16/jun/15,1
2368,16/out/18,1
2369,16/nov/18,1
2370,16/mar/11,1
2371,16/mai/18,1
2372,16/mai/16,1
2373,16/mai/15,1
2374,16/mai/14,1
2375,16/mai/08,1
2376,16/jun/18,1
2377,15/06/2016 00:00,1
2378,10/jun/20,1
2379,17/dez/12,1
2380,11/jun/09,1
2381,11/jun/10,1
2382,13/12/2007 00:00,1
2383,11/jun/13,1
2384,13/11/2019,1
2385,13/11/2017 00:00,1
2386,11/mar/12,1
2387,11/mar/16,1
2388,11/mar/17,1
2389,11/nov/10,1
2390,13/09/2017 00:00,1
2391,11/nov/16,1
2392,13/08/2012 00:00,1
2393,11/out/19,1
2394,13/08/2010 00:00,1
2395,13/08/1997 00:00,1
2396,12/01/2013,1
2397,12/01/2018 00:00,1
2398,12/01/2022,1
2399,12/02/1988 00:00,1
2400,13/06/2016 00:00,1
2401,12/03/2011 00:00,1
2402,13/12/2011 00:00,1
2403,13/12/2012 00:00,1
2404,10/mai/18,1
2405,11/jul/85,1
2406,13/mar/14,1
2407,13/mar/10,1
2408,13/mai/16,1
2409,13/mai/10,1
2410,11/fev/11,1
2411,13/jul/18,1
2412,13/jan/14,1
2413,11/fev/14,1
2414,13/fev/14,1
2415,13/dez/14,1
2416,13/dez/13,1
2417,13/dez/12,1
2418,13/dez/07,1
2419,13/ago/97,1
2420,13/ago/10,1
2421,13/abr/19,1
2422,13/abr/18,1
2423,13/abr/11,1
2424,13/12/2018 00:00,1
2425,13/12/2016 00:00,1
2426,13/12/2014 00:00,1
2427,13/06/2008,1
2428,12/03/2014 00:00,1
2429,13/04/2019 00:00,1
2430,13/04/2018 00:00,1
2431,12/jul/85,1
2432,12/jul/16,1
2433,12/jul/13,1
2434,12/fev/88,1
2435,12/07/2016 00:00,1
2436,12/dez/14,1
2437,12/dez/09,1
2438,12/ago/11,1
2439,12/abr/16,1
2440,12/abr/07,1
2441,12/12/2016 00:00,1
2442,12/12/2014 00:00,1
2443,12/08/2016,1
2444,12/12/2012 00:00,1
2445,12/09/2014 00:00,1
2446,12/12/2009 00:00,1
2447,12/09/2018 00:00,1
2448,12/11/2022,1
2449,12/11/2015 00:00,1
2450,12/11/2014 00:00,1
2451,12/10/2006 00:00,1
2452,12/jun/02,1
2453,12/mai/12,1
2454,12/mai/20,1
2455,13/02/2015 00:00,1
2456,13/04/2016 00:00,1
2457,13/04/2011 00:00,1
2458,12/03/2015,1
2459,12/03/2015 00:00,1
2460,13/03/2014 00:00,1
2461,13/03/2010 00:00,1
2462,12/04/2016 00:00,1
2463,13/03/1992 00:00,1
2464,12/04/2017,1
2465,13/02/2014 00:00,1
2466,12/mar/11,1
2467,12/05/2012 00:00,1
2468,12/05/2020,1
2469,12/05/2020 00:00,1
2470,12/06/2002 00:00,1
2471,12/07/1985 00:00,1
2472,13/01/2014 00:00,1
2473,12/07/2013 00:00,1
2474,12/nov/91,1
2475,12/mar/15,1
2476,13/mar/15,1
2477,13/mar/92,1
2478,13/nov/13,1
2479,11/03/2015,1
2480,14/jun/17,1
2481,14/jun/12,1
2482,14/jul/11,1
2483,14/jul/09,1
2484,14/jan/87,1
2485,14/jan/17,1
2486,14/jan/14,1
2487,14/fev/19,1
2488,14/dez/20,1
2489,14/dez/17,1
2490,14/dez/16,1
2491,14/dez/12,1
2492,14/abr/18,1
2493,14/abr/10,1
2494,14/abr/08,1
2495,14/12/2017 00:00,1
2496,11/01/2018 00:00,1
2497,14/12/2012 00:00,1
2498,11/02/2011 00:00,1
2499,11/02/2022,1
2500,11/03/2012 00:00,1
2501,14/mai/09,1
2502,14/mai/16,1
2503,14/mai/18,1
2504,10/set/09,1
2505,15/04/2022,1
2506,15/03/2013,1
2507,10/nov/16,1
2508,10/out/11,1
2509,10/out/17,1
2510,15/02/2022,1
2511,15/02/2019 00:00,1
2512,10/set/03,1
2513,15/02/2012 00:00,1
2514,10/set/16,1
2515,14/mai/21,1
2516,15/01/2013 00:00,1
2517,11/01/2017,1
2518,14/set/11,1
2519,14/set/09,1
2520,14/out/16,1
2521,14/nov/15,1
2522,14/nov/13,1
2523,14/mar/18,1
2524,14/mar/11,1
2525,14/11/2015 00:00,1
2526,11/03/2016 00:00,1
2527,11/dez/18,1
2528,14/11/2013 00:00,1
2529,14/05/2021,1
2530,14/05/2016 00:00,1
2531,11/10/2019 00:00,1
2532,11/11/2010 00:00,1
2533,14/05/2009 00:00,1
2534,14/04/2022,1
2535,11/12/2017 00:00,1
2536,14/04/2010 00:00,1
2537,11/12/2019 00:00,1
2538,14/03/2018 00:00,1
2539,11/abr/03,1
2540,14/03/2011 00:00,1
2541,11/abr/17,1
2542,14/02/2019 00:00,1
2543,14/01/2017 00:00,1
2544,11/ago/11,1
2545,14/01/2014 00:00,1
2546,11/dez/15,1
2547,14/01/1987 00:00,1
2548,11/dez/17,1
2549,13/set/17,1
2550,11/10/2011 00:00,1
2551,14/06/2012 00:00,1
2552,14/06/2017 00:00,1
2553,11/06/2009 00:00,1
2554,14/10/2021,1
2555,14/10/2019 00:00,1
2556,14/10/2016 00:00,1
2557,11/03/2020 00:00,1
2558,11/03/2022,1
2559,11/04/2003 00:00,1
2560,14/09/2011 00:00,1
2561,11/04/2017 00:00,1
2562,14/09/2009 00:00,1
2563,14/08/2018 00:00,1
2564,11/09/2009 00:00,1
2565,11/06/2010 00:00,1
2566,11/06/2013 00:00,1
2567,11/06/2022,1
2568,11/07/1985 00:00,1
2569,14/07/2014 00:00,1
2570,11/08/2007 00:00,1
2571,14/07/2011 00:00,1
2572,11/08/2011 00:00,1
2573,14/07/2009 00:00,1
2574,17/ago/17,1
2575,17/dez/16,1
2576,23/06/2021,1
2577,20/out/84,1
2578,20/out/10,1
2579,20/out/07,1
2580,20/nov/21,1
2581,20/nov/19,1
2582,20/nov/15,1
2583,20/mar/20,1
2584,20/mai/09,1
2585,20/mai/08,1
2586,20/jun/16,1
2587,20/jun/13,1
2588,20/jul/17,1
2589,07/06/2022,1
2590,20/jan/12,1
2591,20/jan/10,1
2592,20/fev/20,1
2593,20/dez/18,1
2594,07/07/2015 00:00,1
2595,20/dez/13,1
2596,20/dez/12,1
2597,20/ago/20,1
2598,20/ago/19,1
2599,20/out/14,1
2600,20/set/21,1
2601,20/03/2019 00:00,1
2602,07/05/2014 00:00,1
2603,06/nov/08,1
2604,06/set/11,1
2605,21/09/2016 00:00,1
2606,21/08/2018 00:00,1
2607,21/08/2010,1
2608,21/08/2008 00:00,1
2609,07/01/2020,1
2610,21/07/2021,1
2611,21/07/2015 00:00,1
2612,21/07/2014 00:00,1
2613,07/01/2020 00:00,1
2614,21/07/2011 00:00,1
2615,07/02/2008 00:00,1
2616,07/03/2014 00:00,1
2617,21/06/2013 00:00,1
2618,07/03/2016 00:00,1
2619,07/03/2018 00:00,1
2620,07/03/2019 00:00,1
2621,07/03/2020 00:00,1
2622,07/04/2010 00:00,1
2623,07/05/1992 00:00,1
2624,20/ago/16,1
2625,20/ago/14,1
2626,20/abr/17,1
2627,20/12/2018 00:00,1
2628,20/08/2014 00:00,1
2629,07/12/2016 00:00,1
2630,07/abr/16,1
2631,20/07/2017 00:00,1
2632,07/ago/12,1
2633,20/07/2016 00:00,1
2634,07/ago/18,1
2635,07/ago/97,1
2636,07/dez/15,1
2637,07/dez/16,1
2638,20/06/2016 00:00,1
2639,20/06/2013 00:00,1
2640,07/fev/08,1
2641,20/05/2017 00:00,1
2642,20/05/2011 00:00,1
2643,07/jan/20,1
2644,20/05/2009 00:00,1
2645,07/mai/14,1
2646,07/mai/92,1
2647,07/mar/14,1
2648,07/mar/19,1
2649,20/08/2015 00:00,1
2650,07/12/2015 00:00,1
2651,20/08/2019 00:00,1
2652,20/11/2015 00:00,1
2653,07/08/1997 00:00,1
2654,20/12/2013 00:00,1
2655,07/08/2009 00:00,1
2656,07/08/2012 00:00,1
2657,07/08/2014 00:00,1
2658,07/08/2015 00:00,1
2659,07/08/2018 00:00,1
2660,20/11/2021,1
2661,20/11/2019 00:00,1
2662,20/10/2022,1
2663,07/11/2019 00:00,1
2664,20/10/2021,1
2665,20/10/2017 00:00,1
2666,20/10/2010 00:00,1
2667,20/10/2007 00:00,1
2668,07/11/2013 00:00,1
2669,20/10/1984 00:00,1
2670,20/09/2013 00:00,1
2671,07/11/2018 00:00,1
2672,20/09/2010 00:00,1
2673,06/mar/21,1
2674,12/11/1991 00:00,1
2675,06/mar/18,1
2676,06/08/2019,1
2677,22/mar/12,1
2678,22/mai/18,1
2679,22/mai/12,1
2680,22/jun/18,1
2681,22/jun/10,1
2682,22/jul/19,1
2683,22/jan/13,1
2684,22/fev/11,1
2685,22/fev/07,1
2686,22/dez/20,1
2687,22/dez/18,1
2688,22/dez/13,1
2689,22/ago/09,1
2690,22/12/2020,1
2691,06/06/2019 00:00,1
2692,22/11/2022,1
2693,06/07/2019 00:00,1
2694,06/07/2021,1
2695,22/11/2013 00:00,1
2696,06/08/2004 00:00,1
2697,22/11/2012 00:00,1
2698,22/nov/07,1
2699,22/out/11,1
2700,22/out/19,1
2701,05/out/94,1
2702,23/06/2015 00:00,1
2703,05/nov/20,1
2704,05/out/11,1
2705,05/out/12,1
2706,23/05/2016 00:00,1
2707,23/04/2021,1
2708,23/04/2019 00:00,1
2709,23/04/2018 00:00,1
2710,05/out/21,1
2711,23/03/2022,1
2712,06/06/2017 00:00,1
2713,06/02/2010 00:00,1
2714,23/03/1991 00:00,1
2715,06/02/2021,1
2716,06/03/2015 00:00,1
2717,06/03/2021,1
2718,06/04/1988 00:00,1
2719,23/02/2015 00:00,1
2720,23/01/2014 00:00,1
2721,23/01/2003 00:00,1
2722,06/08/2013 00:00,1
2723,06/08/2019 00:00,1
2724,21/12/2011 00:00,1
2725,06/08/2022,1
2726,06/fev/10,1
2727,22/02/2011 00:00,1
2728,06/fev/21,1
2729,22/02/2007 00:00,1
2730,22/01/2013 00:00,1
2731,22/01/2009,1
2732,21/set/16,1
2733,21/mai/18,1
2734,21/jun/16,1
2735,21/jun/13,1
2736,21/jul/21,1
2737,21/jul/14,1
2738,21/jul/11,1
2739,21/jan/09,1
2740,06/jul/21,1
2741,06/jun/08,1
2742,06/jun/17,1
2743,21/dez/10,1
2744,21/ago/18,1
2745,21/12/2017 00:00,1
2746,06/mar/15,1
2747,22/03/2011 00:00,1
2748,22/03/2012 00:00,1
2749,22/04/2010 00:00,1
2750,06/09/2019 00:00,1
2751,22/10/2015,1
2752,22/10/2011 00:00,1
2753,06/09/2011 00:00,1
2754,06/09/2018,1
2755,22/09/2007,1
2756,22/08/2009 00:00,1
2757,06/09/2018 00:00,1
2758,22/07/2019 00:00,1
2759,22/07/2013 00:00,1
2760,06/11/2008 00:00,1
2761,06/dez/13,1
2762,22/06/2018 00:00,1
2763,06/11/2018 00:00,1
2764,22/06/2012,1
2765,06/12/2013 00:00,1
2766,22/06/2010 00:00,1
2767,06/ago/04,1
2768,22/05/2015 00:00,1
2769,22/05/2012 00:00,1
2770,06/ago/13,1
2771,20/03/2020 00:00,1
2772,07/nov/13,1
2773,17/dez/19,1
2774,08/jul/15,1
2775,08/jul/17,1
2776,08/jun/21,1
2777,08/mai/15,1
2778,08/mar/16,1
2779,18/10/2019 00:00,1
2780,08/nov/11,1
2781,08/out/07,1
2782,18/10/2007 00:00,1
2783,08/out/10,1
2784,18/09/2021,1
2785,18/09/2018 00:00,1
2786,08/out/11,1
2787,18/09/2015 00:00,1
2788,18/09/2012 00:00,1
2789,08/out/13,1
2790,08/set/14,1
2791,18/08/2015 00:00,1
2792,18/08/2011 00:00,1
2793,18/08/2010 00:00,1
2794,09/02/2012 00:00,1
2795,09/03/2021,1
2796,18/11/2017 00:00,1
2797,18/11/2022,1
2798,20/01/2012 00:00,1
2799,08/jul/14,1
2800,18/mai/15,1
2801,18/mai/10,1
2802,18/jun/16,1
2803,18/jun/10,1
2804,18/jun/07,1
2805,18/jul/19,1
2806,18/jul/12,1
2807,18/jan/14,1
2808,18/fev/16,1
2809,18/fev/15,1
2810,18/fev/08,1
2811,18/dez/18,1
2812,18/ago/15,1
2813,18/ago/11,1
2814,18/ago/10,1
2815,18/abr/11,1
2816,08/dez/17,1
2817,08/fev/12,1
2818,08/fev/14,1
2819,08/fev/18,1
2820,08/fev/20,1
2821,18/07/2019 00:00,1
2822,09/04/2008,1
2823,18/07/2012 00:00,1
2824,09/04/2010 00:00,1
2825,09/08/2017 00:00,1
2826,17/set/18,1
2827,17/set/11,1
2828,17/set/10,1
2829,17/out/95,1
2830,09/09/2009 00:00,1
2831,17/nov/17,1
2832,09/09/2014 00:00,1
2833,17/mai/18,1
2834,17/mai/16,1
2835,17/mai/13,1
2836,17/mai/11,1
2837,17/jun/16,1
2838,17/jun/08,1
2839,17/jul/17,1
2840,09/09/2015,1
2841,09/09/2021,1
2842,17/jul/07,1
2843,17/jan/90,1
2844,17/jan/18,1
2845,09/10/2014 00:00,1
2846,18/01/2014 00:00,1
2847,18/01/2019,1
2848,18/02/2008 00:00,1
2849,09/06/2015 00:00,1
2850,09/04/2012,1
2851,18/06/2016 00:00,1
2852,09/04/2015 00:00,1
2853,18/06/2010 00:00,1
2854,09/05/2011 00:00,1
2855,09/05/2013 00:00,1
2856,18/06/2007 00:00,1
2857,09/05/2015 00:00,1
2858,18/05/2010 00:00,1
2859,18/04/2012 00:00,1
2860,09/08/2011 00:00,1
2861,09/07/2014 00:00,1
2862,09/07/2015 00:00,1
2863,09/07/2016 00:00,1
2864,18/03/2011 00:00,1
2865,09/07/2021,1
2866,18/02/2022,1
2867,18/02/2016 00:00,1
2868,09/08/1991 00:00,1
2869,18/02/2015 00:00,1
2870,18/mar/11,1
2871,18/nov/11,1
2872,18/nov/13,1
2873,19/09/2016 00:00,1
2874,19/abr/11,1
2875,19/12/2017 00:00,1
2876,19/12/2015 00:00,1
2877,19/12/2014 00:00,1
2878,19/12/2013 00:00,1
2879,08/02/2012 00:00,1
2880,19/11/2015 00:00,1
2881,08/02/2014 00:00,1
2882,08/02/2018 00:00,1
2883,19/11/2011 00:00,1
2884,08/02/2020,1
2885,19/11/2010 00:00,1
2886,08/02/2020 00:00,1
2887,08/03/2010 00:00,1
2888,19/11/2007 00:00,1
2889,08/03/2014 00:00,1
2890,19/10/2022,1
2891,19/10/2018 00:00,1
2892,08/04/2004 00:00,1
2893,19/10/2007 00:00,1
2894,08/05/2015 00:00,1
2895,19/abr/18,1
2896,19/ago/10,1
2897,19/dez/13,1
2898,19/mar/10,1
2899,07/nov/18,1
2900,19/set/14,1
2901,19/set/13,1
2902,19/out/18,1
2903,19/nov/15,1
2904,19/nov/11,1
2905,19/nov/10,1
2906,19/nov/07,1
2907,19/mar/14,1
2908,19/mai/98,1
2909,19/dez/14,1
2910,19/mai/16,1
2911,19/mai/11,1
2912,19/jun/14,1
2913,19/jun/10,1
2914,19/jun/08,1
2915,19/jul/08,1
2916,19/jan/08,1
2917,19/dez/17,1
2918,19/dez/15,1
2919,19/09/2021,1
2920,19/09/2014 00:00,1
2921,18/nov/16,1
2922,08/06/2021,1
2923,08/10/2020,1
2924,19/03/2010 00:00,1
2925,08/10/2022,1
2926,08/11/2011 00:00,1
2927,08/11/2012,1
2928,08/12/2011 00:00,1
2929,08/12/2017 00:00,1
2930,08/12/2021,1
2931,19/01/2008 00:00,1
2932,08/12/2022,1
2933,08/abr/04,1
2934,18/set/21,1
2935,18/set/20,1
2936,18/set/18,1
2937,18/set/15,1
2938,18/set/12,1
2939,18/out/19,1
2940,18/out/17,1
2941,18/out/14,1
2942,08/ago/08,1
2943,18/nov/17,1
2944,19/03/2014 00:00,1
2945,08/10/2013 00:00,1
2946,19/04/2011 00:00,1
2947,08/08/2015,1
2948,19/09/2013 00:00,1
2949,08/07/2014 00:00,1
2950,08/07/2017 00:00,1
2951,19/08/2015 00:00,1
2952,19/08/2010 00:00,1
2953,08/07/2022,1
2954,19/07/2008 00:00,1
2955,08/08/2008 00:00,1
2956,19/06/2010 00:00,1
2957,19/06/2008 00:00,1
2958,19/04/2016 00:00,1
2959,08/08/2016 00:00,1
2960,19/05/2017 00:00,1
2961,19/05/2016 00:00,1
2962,19/05/2011 00:00,1
2963,08/09/2014 00:00,1
2964,08/10/2010 00:00,1
2965,19/05/1998 00:00,1
2966,08/10/2011 00:00,1
2967,19/04/2018,1
2968,31/out/96,1
